geoChatMessagesId,geoChatId,trailId,userId,userMessage,Flag
250363,854977,0,383621,"By the time i entered  into the Gurudwara, it was like I had forgotten all my problems and a peace and calm fell on me. 
Inside the place was filled with Shabad Kirtan.
It was mesmeric inside with each wall shining with pics of Guru Gobind Singh Ji and his preachings. Had the time of my life when a door was opened and I could see the innermost part of the worship area. 

Got the ""Kadha-Prashad"" . 

Nothing more could have I asked for. I stepped out and went around the temple and had ""Amrit"" and felt blessed. Seemed like my inner soul had been wiped out of all negativity and happiness was in every part of my body. 
Very lucky to have been able to visit Hazur Sahib.",
289627,0,1526034,469527,[[@88176]] Panasonic lumix ZS50,
297838,0,1499677,461199,[[@77731]] ???,
349310,0,1879715,43474,The pictures are just like that of the travel bloggers that I come across! Amazing for a beginner I would say!,
376071,0,2227484,728409,Beautiful ?,
396757,0,2288570,978068,Jai hind,
105247,0,785414,203218,"Awesome life , awesome decision",
231136,0,1175102,353638,[[@79004]] ... off tracks wishes to take u to a journey not normally taken by others,
297802,0,1574862,85708,"The second picture just took my mind off my textbooks, wish I could read about your experience here",
311158,0,1649962,82464,One needs to be a pro Traveller to create a detailed content as beautiful as this one!,
316053,0,1679112,80656,"This trail looks really nice, but I wish there could be more information about it!",
391970,0,2226697,693147,Superb!!,
174863,0,961300,80043,As a person who is going to have to wait a long time to go here...could you share some videos of the place,
189018,0,978850,295029,[[@80041]] just try taking your photos in a different angle... that's the trick,
237632,0,1192424,77568,"The pictures are so vivid it almost makes me want to visit there myself, but there's no details to it! wish to see some the next time!",
293413,0,1551175,77065,"I just loved the trail, do you have any suggestions on what camera is best for backpacking?",
293578,0,1552453,86744,"This Trail instantly peaked my interest, it should definitely have more followers!",
304241,0,1606383,86975,"The second picture just took my mind off my textbooks, wish I could read about your experience here",
42030,0,638695,77225,"I really hope to see better images in your trails, your content has so much potential!",
49075,0,654259,39879,"Hey I am learning photography, and your trail has amazing pictures, do you have any suggestions to improve photography skills/",
49821,0,655552,86789,"I too am a backpacker like you, do you have any insights on cheap travel?",
75036,0,720875,214143,[[@80076]] Aisa q bhai ?,
118400,0,156756,83120,"The content is brilliant really, wish I could say the same for the pictures and the videos!",
122981,0,821926,245129,Don't know ?,
151391,0,893609,50483,Your image selection is excellent! good content too!,
206937,0,1065113,319998,order soon it's limited edition ❤,
210299,0,1078045,76585,Really cool pictures!!! Any more on the way?,
260906,0,1069418,129298,[[@1]],
17344,237115,0,137882,[[@1]],
115280,0,809453,42624,luvd it..❤️❤️❤️❤️,
208022,0,1068387,79436,The trail name got me all interested but the content got me a little mixed up!,
230401,0,1177004,19764,Whoa! The images are crystal clear and so is the content!,
370830,0,2201352,135902,OMG! yeh mera India,
449443,0,2292472,1878808,Sup,
11423,0,426653,11537,Brilliant trail! what pictures!,
197373,0,1022853,80353,Keep going ??,
201575,0,1045204,64,"The content is brilliant really, wish I could say the same for the pictures and the videos!",
222078,0,1142628,344502,[[@78186]] mast hai Real mein bhi,
267406,0,1394937,428224,I Am new user,
300535,0,597994,178826,[[@76989]] you can ask me anything if you want more info,
324339,0,1731705,170835,"Hey, the title is so innovative!",
330721,0,1769231,84695,thank you! i have so much on my bucket list now.. do you have more such experience to share?,
358496,0,222658,93351,[[@78411]] yes since I was using Moto?,
387503,0,2179692,549956,[[@885544]] Do try the receipe ☺️,
389802,0,884296,927053,Wow,
396737,0,944620,969047,?,
37221,0,145304,81530,can't wait to read about your next adventure,
43353,0,640844,40990,"I have been to this place and I can totally relate to the pictures, but I'd definitely put more details with it :)",
136866,0,858281,82025,"you have travelled so much, i'm waiting to hear more stories",
154657,0,901620,88016,"I too am a backpacker like you, do you have any insights on cheap travel?",
167934,0,938134,87474,"Hey I am learning photography, and your trail has amazing pictures, do you have any suggestions to improve photography skills/",
210087,0,1079764,323817,Delhi next :P,
215138,0,1097112,330411,[[@83270]]  true that ?,
256318,893706,0,160632,"[[@403938]] no, unfortunately. They do not allow solo travelers to enter. However there are always ways to overcome that. You can club with another group of people at the time of immigration. Or get it done by a travel operator who'll charge you around 500 for it, you know for a hassle free entry. And it's not about hotels being costly, it's where you choose to stay. Do not book hotels online, they're super costly that way. Go and book your stay then and there. Not so costly then. :D Hope it helps!",
456801,0,2281932,2084317,Hi,
118602,0,133024,78492,"This trail looks really nice, but I wish there could be more information about it!",
145082,0,878456,52608,"Looks like you've travelled a lot. I am also planning a trip for myself now, When would be the best time to visit according to you??",
241998,0,1211274,84439,"I just loved the trail, do you have any suggestions on what camera is best for backpacking?",
272352,0,1416622,78961,Wow! Thats amazing that you covered so much in so less budget!,
284656,0,1498177,82807,"I too am a backpacker like you, do you have any insights on cheap travel?",
464366,0,2278979,2234810,Hi,
18347,0,580271,79634,Brilliant trail! what pictures!,
27178,0,602094,180051,[[@49967]] i will send u contact number plz contact them ✌️,
97640,0,768214,40966,"Your pictures truely inspire me to travel to this place, but your content is too less to say how :(",
97752,0,768803,41595,Beautiful! Waiting for the next post in series  ??,
131745,0,846360,49831,"The content got me a little puzzled, is the information up to the mark?  ",
172103,0,951516,286372,"[[@79693]] I'm  new to this Bro.. I'm jus learning how this works..
If yu wanna know more.. 
Yu can find me at ""jeromeivers43@gmail.com""",
189966,0,987550,43134,"Your pictures truely inspire me to travel to this place, but your content is too less to say how :(",
221281,0,1139441,40871,"This Trail instantly peaked my interest, it should definitely have more followers!",
221628,0,1133878,341813,[[@86951]] thanx☺️,
232987,0,1182769,76910,Hoping for another awesome adventure soon!,
306921,0,1624119,79458,Nice Stuff!,
372833,0,2220830,708650,Jai mahakaal,
440795,0,2269193,1660593,Very nice  hi,
68727,300300,0,44916,[[@192150]] :-) :D,
163911,0,927378,49360,"This is such good Trail with cool images, wish the content could give a little more clarity!",
169497,0,942609,247272,"[[@283609]] oh yes Rohit just the pic uploaded before I finished editing..
Will add the details soon ☺ thanks for reminding",
209327,0,1074369,20240,"The photos are just so cool, what camera do you use?",
255183,0,1312249,304910,[[@52803]] thanks,
326598,0,1747793,83665,i love your work and i use it to plan my trips :),
361131,0,2039307,79368,"Good luck with the next trails, cause this looks really nice and informative!",
463878,0,1689958,2233521,Nice,
35784,0,626668,40854,"Your Trail could go from average to wow just by the use of some good quality images, the content is so informative!",
76794,0,724256,215016,[[@76257]]  thanku brdr so much ... Even i dont know where i would travel next... May be #Nainital or somewhere else in Punjab,
258635,0,1337042,410255,Need more information,
312480,0,1658551,45791,Hey! Loved your trail !When are you posting your next one?,
358976,0,1995147,136216,masttt!!,
431040,0,2301675,32021,I liked the movie,
15113,0,472194,4169,Totally made me want to travel...! Make more awesome content like this!,
83125,0,120382,81921,Mast ekdum,
120156,0,84629,86828,"Your pictures truely inspire me to travel to this place, but your content is too less to say how :(",
136305,0,857470,39965,"Your pictures reminded me of my childhood trip to this exact place, I wish there was more information...just to relive those days!",
312287,0,1655898,87374,i love your work and i use it to plan my trips :),
456248,0,2294291,1949718,Niec,
60200,0,653407,76571,masttt!!,
145020,0,876192,174468,[[@45695]] I am a bit confused by your question. Did you mean about these stories or future travel goals?,
162137,0,165251,250913,Awesome trail,
226764,0,1168835,320569,[[@156499]] Mohan khare,
243278,0,1218675,85679,you're really good at this story telling you must share morer of your adventures,
243755,0,1221389,42867,"i love your trail, do you think this time of the year is apt to visit this place?",
247842,0,1246102,79859,Incredible ❤️,
315975,0,1675949,516885,Its a samsung J6 infinity...wlong with edit..thts all?,
363859,0,127077,555026,That's near my office,
431992,0,829299,39322,no one can easily gain faith,
445629,0,2265980,1788378,Hiii,
446137,0,2480746,1802116,Nice,
7525,103266,0,48813,Which place?,
90822,0,751972,50449,"The title drew my attention at once, wish the information could be a little more detailed!",
100012,0,776474,49341,"i'm so trying this sometime, do you have more experiences?",
115811,0,813825,242371,[[@80326]] suure,
201165,0,1041520,45691,"The content is brilliant really, wish I could say the same for the pictures and the videos!",
339284,0,1810382,52540,"I've patiently gone through each and every picture, and all of them are praiseworthy!",
423784,0,1037491,45219,thnx,
449832,0,2265344,1888136,8732960218,
11058,0,406964,119522,[[@2548]] thanks for appreciating☺,
40441,0,635039,79187,"Your content is so good, wonder why the followers count is low!",
49932,0,657064,76280,Atti Sundar!,
53588,0,659671,196422,[[@81532]] next will be coming soon,
80443,0,738726,84103,"This trail looks really nice, but I wish there could be more information about it!",
88400,0,747351,176040,[[@136134]] thnx buddy,
109576,430213,0,231936,Who want to join to test this drink with me. ping herr at Mulund LBS,
122913,0,817383,78969,Subahnaalah!,
126496,0,831754,85032,"The photos are just so cool, what camera do you use?",
132255,0,845094,87028,"The trail looks so amazing, just wish it would be a little more innovative!",
144617,0,878358,246637,Yup,
306329,0,1608514,495455,Ok,
359721,0,1979181,616042,Thankyou guys for lovely support,
385990,0,562139,885595,Awesome!!,
391467,0,1176567,937531,Hi,
405858,0,2307888,120,keep up the hard work! ,
8025,24516,0,89244,Avenue road is heaven for me!,
19954,0,583577,82441,The title was so quirky it truely encouraged me to go through your Trail in details! great!,
66654,0,696440,86977,"that's really cool experience, do you have more such? you should really share them",
126011,0,830569,79522,This is the best information I've got of this place!,
183801,0,229,40150,Amazing content ❤️❤️,
240888,0,1203279,363355,Yeah sure .. I will try to elobrate more,
362739,0,2067645,39634,"I just decided to utilize my money fixed in an account for this route, yes your trail inspired me that much!",
133578,0,849882,41059,Incredible ❤️,
176478,0,964575,19609,Subahnaalah!,
230913,0,1177940,355440,"[[@77915]]  I am very happy to hear that from you, will update this information soon in a much more detailed way..stay tuned.",
276523,0,1445555,78265,Sahi khel gaye tum toh :P,
304323,0,1606838,78154,thank you! i have so much on my bucket list now.. do you have more such experience to share?,
339253,0,1806143,557443,Haha. Thank you,
354917,0,1932431,599484,Any time is the good time in India you can visit here.,
359168,0,1914367,623453,Hi,
403138,0,2258520,14243,how long did it take to trim ,
20238,0,586824,78394,This Trail made me contemplate about my next trip to the beaches! wonderful!,
33569,157240,0,134959,Beautiful,
85940,0,206,78271,you're really good at this story telling you must share morer of your adventures,
150761,0,893377,80007,Your trail is so encouraging! I almost want to set out of my house and adventure forth!,
160429,0,917814,78675,This is the place I wanted to go! ?,
181998,0,85220,84890,Every single line of every single post took me to the next one! so interesting!,
273267,0,1427833,81020,Awesome! I too am heading there next week,
434439,0,2371513,1497704,Hi,
48701,0,652791,81509,"Your pictures reminded me of my childhood trip to this exact place, I wish there was more information...just to relive those days!",
124129,0,823858,86585,"The trail name and the images are so vivid and interesting, I wish the content would be a little more clear!",
164448,0,929645,279509,That's a dam near my locality. I usually go there for hangout.,
171410,0,881322,284821,Wow..Amazing place..,
233018,0,1182332,80629,"i love the way you travel, when are posting more our your stories?",
354747,0,1929696,80112,I myself have been to this place and your pictures brought back such good memories! How brilliant!,
386491,0,2269808,84130,The voice is not audible at all in some parts. I look forward to watching your vlogs. Can you make sure that the voice remains in place? You're doing a great job! ?,
446428,0,2316704,1808824,Hii,
8777,0,381856,1445,awesome trail!!,
26383,0,600986,85410,Beautiful capture,
31917,0,173435,182060,Hey i also did it with chandershila...great trek,
33019,0,620182,83220,i had the same experience here! where else have you been? maybe you could talk about it,
51509,0,654817,195561,From where you are starting your journey,
82643,0,154272,45039,Awespme trail! could you give some suggestions on trekking paces around (place name),
98241,0,771352,86846,luvd it..❤️❤️❤️❤️,
183018,0,43958,79988,"Looks like you've travelled a lot. I am also planning a trip for myself now, When would be the best time to visit according to you??",
209245,0,1073797,243619,"The second picture just took my mind off my textbooks, wish I could read about your experience here",
253404,0,1292032,86078,"The second picture just took my mind off my textbooks, wish I could read about your experience here",
310167,0,1643986,495113,I miss home too,
392802,0,2258038,354168,Send me.location,
413059,0,2236614,1267823,Wow,
75779,0,723783,79357,When's your next update?!,
122882,0,412673,122770,[[@187399]] thank you so much ?,
175798,0,964699,81053,"Your pictures truely inspire me to travel to this place, but your content is too less to say how :(",
191830,0,994691,86892,Amazing content ❤️❤️,
235585,0,1179566,49859,Your trail is detailed perfectly!,
247237,0,1241154,78460,The images are absolutely surrealistic! I do wish the content would be as crisp!,
415884,0,2319056,1419638,good and haldy,
240732,0,1201623,41595,Wow! ?,
268631,0,1400095,81366,Your trail makes me believe that travel is the best investment! perfect!,
312814,0,1646436,502677,[[@1]],
367369,0,2134894,39888,"i love the way you travel, when are posting more our your stories?",
425364,0,2273806,28309,amazing,
434630,0,2288525,1499818,Hi love,
455437,0,2265435,2046117,✌️,
458211,0,2587725,2039520,D,
43570,0,641611,87530,"The title drew my attention at once, wish the information could be a little more detailed!",
141802,0,871619,243680,"Amazing trail, could share some videos of the same",
145879,0,882130,84014,you're really good at this story telling you must share morer of your adventures,
457278,0,2580912,2074743,And,
28223,0,607177,86218,Hey! Loved your trail !When are you posting your next one?,
226062,0,1165704,40086,The images are so cool! I wish there could be nice information about the place as well!,
233176,0,1182772,85331,"i love your trail, do you think this time of the year is apt to visit this place?",
284607,0,1497828,77501,Good Stuff! ?,
358624,0,1981303,82334,Looks amazing ??,
365104,0,1934492,652971,Vavo nice,
376468,0,2228348,717970,I'm new to trell.. and checking how actually it works.. hence didn't upload much of pictures.. but I shall in the next trail..,
421051,0,2348860,13426,you drink so much?,
434372,0,2269168,1495496,@Zaara_S_Sf,
19995,0,584199,162453,Gowtham thankew very much. I will try my best to provide more info regarding this.,
79288,0,730186,42613,"Looks like you've travelled a lot. I am also planning a trip for myself now, When would be the best time to visit according to you??",
102879,0,784421,5238,Amazing content ❤️❤️,
118361,0,171852,86978,"I've always been wanting to visit this place, but sadly due to lack of holidays, I was missing out on all the fun! This trail means so much to me!",
158109,0,853609,274167,Ji add dindugal biriyani near railway station. Bombay lassi near bustand etc...,
205685,0,1061739,319831,[[@19885]] ♥️,
206998,6103,0,166506,Looks so good,
245998,0,1233111,76381,Wow! Thats amazing that you covered so much in so less budget!,
278245,0,1457766,53084,"The title took me further to your Trell, but I lost interest midway because there was no content.",
350418,0,630570,40916,Your trail is so encouraging! I almost want to set out of my house and adventure forth!,
392697,0,2284996,945391,Very nice,
420800,0,2306480,47129,COME TO BANGALORE AND DANCE ,
451810,0,2262233,1890901,Hii,
14259,179451,0,94587,[[@108322]] its inside the Agumbe Rainforests.,
24188,0,596047,45878,"The content is brilliant really, wish I could say the same for the pictures and the videos!",
39852,0,630409,187984,Thank you everyone,
63482,0,685279,204405,[[@19562]] thanku thanku ?♥️?,
131440,0,844516,79559,"The pictures are crystal clear, wish they could relate better to the content!",
154723,0,904443,269748,"[[@50313]] sure, this place locate in BSD, South Tangerang, Indonesia... there will be a close up magic performance every sunday morning. You can contact for more information. Thanks",
335730,0,1790733,324662,[[@40828]] thank you!,
446547,0,2153334,1806402,App muje ye bata sakti hain ki is app se money liye hain,
20280,0,585549,40600,"Hey awesome experience, do you have any tips on camping in that area?",
50485,0,656607,44973,Keep those trails coming ,
91510,0,756264,86966,Sahi khel gaye tum toh :P,
117902,0,212938,83740,"The trail looks so amazing, just wish it would be a little more innovative!",
263600,0,1365633,40829,"Your pictures reminded me of my childhood trip to this exact place, I wish there was more information...just to relive those days!",
264704,0,1376519,84180,"I've patiently gone through each and every picture, and all of them are praiseworthy!",
301909,0,1300692,491003,[[@487789]]  Thanks.. ?,
382889,0,2246604,844092,?????????? refter by sameer javed ji??,
449541,0,2131267,1881860,Hi,
10478,0,417876,24599,[[@1]] weekend getaway challenge,
114475,422623,0,241476,Palolem has been the real jewel which usually is neglected quite a few times...There's a butterfly island over there.. It's definitely worth it...,
123356,0,822751,20254,Well that was a very ineteresting trail do you have more stories to tell,
137686,0,858130,80473,"love your trails, I'm planning to make one with video, do you have any tips?",
194897,0,987030,80107,"that's really cool experience, do you have more such? you should really share them",
293583,0,1551633,77617,Nice shot! ❤️,
300918,0,1588457,52385,"Loved your trail, waiting for the next in series! ?❤️",
327217,0,1751303,536295,Yeah sure! Tonight I'll take.? Yesterday night I didn't take videos.,
4443,0,45004,23,Thanks [[@27314]]! ❤️,
76267,0,722753,49635,The pictures are just like that of the travel bloggers that I come across! Amazing for a beginner I would say!,
101106,0,778693,43281,"Your content is so good, wonder why the followers count is low!",
225485,0,1162094,144532,[[@83100]] thanx,
249565,0,1263940,79610,"you have travelled so much, i'm waiting to hear more stories",
354011,0,1920984,585599,Follow my profile for more good content...,
67546,0,698438,50341,Looks like a fun place! I think I might visit and shoot some vlogs there!!,
192548,0,996765,78984,"The title took me further to your Trell, but I lost interest midway because there was no content.",
215847,0,1104536,332686,[[@79930]] Thank you!,
231830,0,1181204,88166,"Hey, your pictures are so good! I wonder how to take the alternate route though. ",
250868,0,1276621,40288,"love your trails, I'm planning to make one with video, do you have any tips?",
324971,0,1733901,535560,[[@40192]] thanks for the comment,
336467,0,1794653,136160,"I've always been wanting to visit this place, but sadly due to lack of holidays, I was missing out on all the fun! This trail means so much to me!",
14390,0,430561,91414,This is great,
21300,0,591780,176910,"Very nice place
 please visit and shoot you will get Amazing pics...",
46283,0,648824,45025,Every single line of every single post took me to the next one! so interesting!,
127486,0,830990,40871,Cool one ??,
204817,2346,0,318997,Wow nice lights,
343328,0,33273,564520,U from,
358590,0,1942299,602886,Thanks,
380999,0,2230257,797824,Sffy,
396858,0,2292080,979816,Waaaaaaaa,
456402,0,2573480,2077331,????,
20949,0,587360,78704,Gorgeous click ❤️,
103187,0,785153,233577,[[@81706]] I am glad that you liked it.. yep the place itself is beautiful.. Planning to share the pics of the whole journey in sometime :),
110746,0,801329,49439,I love the wordplay in your title!,
123888,421357,0,245676,The view is killing me. .I'm it's superb click,
159004,0,912803,50360,This is the best information I've got of this place!,
279775,0,1460062,448864,[[@39662]] if u want to visit this place...it's better u visit around winters..or like the time I visited...when it's not raining much...mostly overcast...but no rain..,
288601,0,1519706,464838,Shree Ganesha,
291688,0,1540450,474070,[[@77975]] yeah sure why not,
418939,0,2342416,1409891,Nice,
428846,0,1601658,2456,shud go,
442772,0,2421309,1715880,Nice...,
58681,0,674843,19586,"Hey awesome experience, do you have any tips on camping in that area?",
224740,0,1158889,349558,Mysore,
264665,0,1378766,86893,"The title took me further to your Trell, but I lost interest midway because there was no content.",
274481,0,1430601,439597,[[@84488]] hey Fred that my working place view. This is I n Bangalore Karnataka India,
279016,0,1462343,40127,Whoa! The images are crystal clear and so is the content!,
302525,0,1597250,49445,Your title is my new catchphrase!,
356949,0,509320,600685,When's d best time to visit Auli to experience fresh snowfall ??,
416616,0,2291494,584,tasty,
452450,0,2533623,1962742,Very nice,
462579,0,2278979,2226669,Bhai,
34901,265053,0,169701,"Hey Simal!
Liked the video of Nareli!
Do you have any better picture of Ajmer ?",
48937,0,654104,85997,"Amazing trail, could share some videos of the same",
61523,0,446513,132879,To read my full experience please do visit https://pepperedwithstories.com/2018/03/18/gersoppa-ancient-temple-ruins/,
93295,0,761103,50308,"This is one of the catchiest title I've come across, wish there was more information to read!",
139418,0,864317,77120,"Any traveller would be enthused to set out on a journey after going through your trail, so it'd be great if you could provide more details about the routes!",
198929,0,923893,277685,[[@86388]] my next place will be bhandardara??,
243587,0,917410,317155,Nice ??,
382293,0,2253313,831099,You,
395908,0,2288015,469,jaipur is a must visit place,
459983,0,2607244,2177845,Q,
23960,0,596084,81002,mast content h,
103310,0,786119,78519,Awesome! I too am heading there next week,
150004,0,892661,83005,i had the same experience here! where else have you been? maybe you could talk about it,
165414,0,932914,280538,Yahh broo soo cool in that trip,
287987,0,1518583,79233,Wow! that's such a cool title! but the images were so blurry!,
357729,0,1971525,603293,#trell,
371361,0,2208782,80160,"Hey, your pictures are so good! I wonder how to take the alternate route though. ",
415811,0,2269193,1416087,Aap ka number milega,
14728,0,140450,27,Q,
66491,0,695807,40316,Amazed ?❤️,
145385,0,637550,144771,In September you'll find it denser,
167487,492686,0,282264,Awsome dear,
230829,0,131740,355356,Beautiful pictures!,
254876,0,1310406,395018,"[[@19597]] thanku, its a beautiful place... #naturebeauty",
259392,0,1343998,135873,"The timings in your pictures are perfect, but I wish I could know a little more about the place!",
278041,0,1455368,447341,"[[@80689]]  yeah! Now its rainy there, this place is actually awesome for bike rides and view points",
280349,0,1470401,43254,"The content got me a little puzzled, is the information up to the mark?  ",
339759,0,1813943,52733,Hey! Loved your trail !When are you posting your next one?,
352719,0,1909481,86703,"The images are so good, I coaxed my sister into going through the trail!",
397741,0,2252468,1381,This is so beautiful,
402507,0,2277784,908259,Hash,
142191,0,831580,82020,"This is one of most creative trails in terms of images, wish I could read something about the place too! ",
154951,0,904785,41077,Wow! that's such a cool title! but the images were so blurry!,
263077,0,1367640,135939,Well that was a very ineteresting trail do you have more stories to tell,
377832,0,2230403,43277,The content and the images don't sit well with one another!,
394465,0,137547,957857,Nice,
415534,0,2265880,1410722,Nice,
426615,0,127401,56403,amazing food,
118256,0,189137,85842,"I am so trying this out soon, do you have any suggestions or tips?",
186071,0,678792,136102,Yeh picture toh blockbuster hai ekdum :D,
212652,0,1093871,87177,The pictures look as real as the place itself! That itself is so amazing!,
257124,0,1328015,77367,As a person who is going to have to wait a long time to go here...could you share some videos of the place,
317490,0,1684258,513765,[[@1]],
331957,0,1674000,516268,[[@48964]]  ty q?,
346856,0,1854009,574683,Wr r u frm,
368399,0,2164901,39536,"Your content is so good, wonder why the followers count is low!",
17305,216513,0,130011,Awesome ViEw,
158444,0,911642,88453,"The content is inspiring beyond words, but wish the images could be a less blurry!",
197218,0,447815,45841,Awsm ❤️,
260316,0,1350885,41226,"The trail looks so amazing, just wish it would be a little more innovative!",
278670,0,1459114,448496,"[[@80360]]  First of all, before going to any place i just want to know each n every thing about it. Like about the climate, views, and the main thing that is mystery or something special about that place. N then i start moving to that place for the experience. N thank you for believing me as a traveller.",
295281,0,1560251,76960,"Hey thats so informative and amazing, could you give more details?",
316162,0,1680825,87344,"This trail looks really nice, but I wish there could be more information about it!",
366301,0,2134334,18513,Awesome! I too am heading there next week,
412240,0,1065529,541655,R u on tour?,
9398,4618,0,106094,Chaayos,
125869,0,828022,247002,@mrs.iphoneographer btw thanks,
137637,0,857940,256523,[[@52548]] yes,
158967,0,908321,264307,[[@136383]] soon!!?,
170116,0,946626,138475,[[@87984]] I will do it for sure,
193511,0,1002063,45715,Hey! I loved your images but I didn't understand exactly how you felt going there. Some additional information would be great :D ,
220792,0,1134202,338704,[[@39640]] thank you dirk isha share your memories and suggest some new places visited by u,
292945,0,1548591,86790,"Looks like you've travelled a lot. I am also planning a trip for myself now, When would be the best time to visit according to you??",
321412,0,1688396,84412,Hey what time of the year is best to visit this place?,
410229,0,2299272,1251199,Hi,
410306,0,2331033,1253485,Hlo,
448176,0,2262330,1846766,Polli,
62672,0,682807,160695,[[@190932]] thanks!! :D,
78443,0,730331,77770,I would love to see your videos of this place!,
95258,0,762281,135614,Hey! I loved your images but I didn't understand exactly how you felt going there. Some additional information would be great :D ,
218944,0,1125460,322280,[[@45869]] Hahaha....thanks ??,
227495,0,1168620,231955,[[@136091]] sure,
393220,0,2285778,1341,apnaa time aayega :D,
424676,0,2303097,4381,Thank you!,
442417,0,2267061,1708787,Woww,
254256,0,1305539,243509,Wow! that's such a cool title! but the images were so blurry!,
289555,0,1528419,79556,"Hey, the title is so innovative!",
299573,0,1576249,483618,Woahh?,
302967,0,1600420,369265,[[@41577]] thanks,
327328,0,1751688,107664,[[@87025]]  don't forget to sip the kating tea ?beacause the beautiness of that place will make you stay and inspire more to explore,
334306,0,1783373,550631,[[@41206]] Appreciate your review,
381854,0,2224703,815064,Like back,
426781,0,926683,38894,love the vlog',
