geoChatMessagesId,geoChatId,trailId,userId,userMessage,Flag
143708,0,875767,79014,"Any traveller would be enthused to set out on a journey after going through your trail, so it'd be great if you could provide more details about the routes!",
162054,0,1930,219308,I wish I could be on those roads again,
188146,0,978597,135955,"i love your trail, do you think this time of the year is apt to visit this place?",
279736,0,477380,450652,"Meri quite sister ☁??☁??☁
???????
???????
☁?????☁
☁☁???☁☁
☁☁☁?☁☁☁",
340149,0,1816499,78476,"Hey, the title is so innovative!",
342119,0,1828112,82142,"love your trails, I'm planning to make one with video, do you have any tips?",
429708,0,434490,22245,amazing,
460494,0,2479843,1799987,Hello,
60014,0,677581,85325,"I am so trying this out soon, do you have any suggestions or tips?",
108381,0,796345,49493,Nice Stuff!,
251044,0,1276867,42555,Dekhne mein mast lag rahi hai yeh jagah,
285096,0,1499689,83379,"Your stories are truely travel goals, how do you plan them?",
341992,0,168009,563600,"Great place. Interested in such places, if you find surely tell me. I am dying to come?",
389253,0,2258806,892821,Nice,
391908,0,2283730,898393,Wow it's looks amazing,
396125,0,1667344,968965,Very nice,
436288,0,2267061,1516208,Hi,
26181,0,602341,180097,[[@78782]] ok.. wait for a while.. will upload new photographs,
57167,0,672693,42800,Your trail is detailed perfectly!,
82320,0,205009,41071,"you have travelled so much, i'm waiting to hear more stories",
112927,0,805420,83226,"I am so trying this out soon, do you have any suggestions or tips?",
124619,0,827031,88357,"The pictures are so amazing, even the content! But the title could be a little more relevant you know :)",
199587,0,1035718,312540,[[@45914]] sure what you want to know??,
214488,0,1102536,77413,"Could you share more stories through another story, it seems very interesting",
268584,976607,0,429658,I'm in centre ?,
296492,0,1566167,474043,[[@49473]] For sure.. Thanku soo much! !,
362522,0,2068017,42465,"Awesome pictures, could you also share some videos of the placce?",
408493,0,2309907,1183510,Nice,
423317,0,2344419,19508,Bahut samay se intezar hai ,
464128,0,1640371,2234165,Super,
82572,0,176650,40166,Hoping for another awesome adventure soon!,
136501,0,857034,79268,"This Trail instantly peaked my interest, it should definitely have more followers!",
169943,0,658285,83541,"Amazing trail, photos are so great, i wonder how the video might look, could you share some?",
231461,0,1180393,356212,Don't be surprised going to and staying in Manipur is an adventure,
312332,0,1656203,81403,I would love to see your videos of this place!,
463058,0,2278979,2229628,Ndnn,
32292,0,615936,84172,"This Trail looks quite superb, you totally deserve more followers than this!",
46739,0,648713,78328,This is so cool ?,
248348,0,1254399,85988,I myself have been to this place and your pictures brought back such good memories! How brilliant!,
291377,0,1539791,136357,Gorgeous trail this one!,
347148,0,1864239,41560,The images in your trail are so amazing and clear!,
398176,0,2281802,992485,You are a ? goat,
458,253,0,30,1,
35960,0,625510,40917,masttt!!,
38114,0,629534,78189,"I have been to this place and I can totally relate to the pictures, but I'd definitely put more details with it :)",
149454,0,891262,41113,Nice Place ❤️,
164677,0,929352,279387,[[@82090]] and thank you ?,
276175,0,1442341,81642,Sahi khel gaye tum toh,
304165,0,1602363,410690,This looks amazing.  Will definitely try this out ??,
318177,0,1690269,52461,"The second picture just took my mind off my textbooks, wish I could read about your experience here",
436572,0,2381338,44974,இன்னும் நிறைய வித்தியாசமா பண்ணுங்க ,
27645,0,606188,77507,"I have been to this place and I can totally relate to the pictures, but I'd definitely put more details with it :)",
45768,0,647005,80758,"The pictures are just awesome, I wish the description was little more detailed",
257455,0,1331537,43686,Sahi khel gaye tum toh,
266765,827669,0,427520,The biggest Railway Station in Kerala,
316120,0,1680598,87817,Kya mast hai bhai,
332439,0,1775946,45832,"Could you share more stories through another story, it seems very interesting",
357229,0,1963518,41159,"This trail looks really nice, but I wish there could be more information about it!",
378134,0,2230848,48929,Nice! Waiting for the next post in series  ?,
383506,0,2193496,859807,Hi,
403671,0,2288996,16386,Wow,
439366,0,2283887,1634593,Hii,
463686,0,2283887,2233094,Nsjs,
24261,0,597290,83357,"I too am a backpacker like you, do you have any insights on cheap travel?",
27985,0,605909,86959,"that's really cool experience, do you have more such? you should really share them",
29773,0,611821,80973,When's your next update?!,
51106,0,658217,77687,Amazing trail,
90252,0,755627,52526,"I am so trying this out soon, do you have any suggestions or tips?",
108966,0,795163,78825,I have been wanting to go here! The pictures makes me want to go there but your content is a little tricky.,
140452,0,867700,259539,[[@85477]] those weren't taken with a professional camera,
160094,0,918184,275809,[[@45917]] Thank you for the comment. Next time onwards I will concentrate more on the content.,
225310,0,1161392,85939,"Any traveller would be enthused to set out on a journey after going through your trail, so it'd be great if you could provide more details about the routes!",
62542,0,683944,84467,"This trail reminded me of my journey here, and it's absolutely novel!",
131552,0,843285,80558,"This trail reminded me of my journey here, and it's absolutely novel!",
151868,0,895822,87211,"Hey thats so informative and amazing, could you give more details?",
176041,0,961785,87361,"This Trail instantly peaked my interest, it should definitely have more followers!",
385614,0,2271045,625915,[[@1]],
444834,0,2002508,1758858,Chalo tb,
108831,0,797132,237276,[[@79470]] what specific info u want !! I will add it here!!,
253744,0,1291227,391996,Wow,
343528,0,1805729,42522,"The photos are just so cool, what camera do you use?",
52479,0,659437,196946,[[@136309]] ?,
160739,0,405466,41512,Hoping for another awesome adventure soon!,
162524,0,925065,86722,I love the wordplay in your title!,
205110,0,1048202,316152,Thank you [[@284995]],
281102,0,1466285,450721,[[@41314]]  ha ha!! yeah it is mesmerising,
329693,0,1741179,76396,"Tum ho bemissal, kya trail hai ekdum",
372778,0,1778969,87466,Hey! I loved your images but I didn't understand exactly how you felt going there. Some additional information would be great :D ,
19627,0,565546,84699,"I too had been to the same place, such an amazing experience! where are oyu off to next?",
21424,0,541616,79098,"love your trails, I'm planning to make one with video, do you have any tips?",
70230,0,705270,85121,"Hey, the title totally caught my attention,the image quality could be a little better though!",
109638,0,797106,236526,[[@82390]] thanku,
118454,0,141740,81125,"I too had been to the same place, such an amazing experience! where are oyu off to next?",
249462,850162,0,307359,Sind river/ ganderbal (J/K),
278744,0,1460676,78282,The content of the trail is so interesting! This is perfect to enthused a traveller!,
349510,0,1875601,580188,[[@45181]]  yaa it was a fabulous and creative place to shoot vlogs,
364529,0,2111102,663248,[[@76647]] Gotta wait for the weekend to travel?,
370441,0,2194271,42756,"I have been to this place, and your pictures couldn't have done more justice to it!",
372851,0,2220986,81219,"I came across this trail in such a hurry, and it was all cause the catchy title! ",
461565,0,2308585,1935018,How we get these hostels.,
32072,0,615811,184176,[[@84466]] soon,
50056,0,656912,39927,The trail looks nothing less than a pro's work! excellent!,
210066,0,1079501,80735,"Hey, the title is so innovative!",
216851,0,1112572,308560,[[@227584]] it was amazing we enjoyed a lot. :),
235671,0,1188563,81681,i had the same experience here! where else have you been? maybe you could talk about it,
242344,0,1205169,363779,?,
335974,0,596579,20186,"Your content is so good, wonder why the followers count is low!",
343180,0,92115,234879,Happy Diwali,
349578,0,176515,580650,So cute,
350751,0,1889596,77840,"The trail name and the images are so vivid and interesting, I wish the content would be a little more clear!",
423040,0,614586,16832,long drive pe chal.......chal..,
30503,0,614416,81293,mast content h,
151915,0,897371,49838,"Any traveller would be enthused to set out on a journey after going through your trail, so it'd be great if you could provide more details about the routes!",
201805,0,1046853,43402,Hey! I loved your images but I didn't understand exactly how you felt going there. Some additional information would be great :D ,
256305,0,1315586,243560,badhiya!,
287214,0,1514110,77210,"Your pictures truely inspire me to travel to this place, but your content is too less to say how :(",
324966,0,1439280,442210,[[@76476]] I'll try as I m new for this app,
364804,0,2114149,84560,The content of the trail is so interesting! This is perfect to enthused a traveller!,
420137,0,2330319,29678,nice vlog macha,
56545,0,591110,158747,#rakhshan shakeel bhai next will be leh ladakh,
64049,0,687939,86895,The content of the trail is so interesting! This is perfect to enthused a traveller!,
71685,0,705715,210304,[[@136507]] sure,
218079,0,1121765,78280,Super se bhi uper!,
235469,0,1188392,358649,[[@39517]] you can on my insta post ?,
240441,0,1201989,79438,Whoa! The images are crystal clear and so is the content!,
328665,0,1731512,170824,Awesome! I too am heading there next week,
378872,0,2232114,84002,Well that was a very ineteresting trail do you have more stories to tell,
391307,0,2269168,936289,Nice,
448248,0,2366963,1850053,I love you,
57988,336237,0,111307,[[@1]],
266935,0,1350423,82787,masttt!!,
303108,0,1600791,493040,?,
305860,0,1617378,83571,Sahi khel gaye tum toh,
335510,0,1788589,216283,"[[@79120]] thanks, i am budget traveler i am complete my trip within 23k including airfare, if you want to know any thing about Malaysia then ping me",
343417,0,1832513,565741,[[@170835]] aww,
358456,0,1983932,136512,"Hey the trail is amazing, could you give some info?",
436699,0,2378082,6242,இது டீ போடுற நேரத்தை விட அதிகம்தான்! !பரவாயில்லை! !நன்றி,
86221,0,743769,220862,Thank you.,
125796,0,829578,49528,"This trail reminded me of my journey here, and it's absolutely novel!",
127550,0,834954,247788,Nice shot,
248166,0,1252828,19617,Dekhne mein mast lag rahi hai yeh jagah,
268930,0,1402943,419804,"Yesterday 29th July, 
Great enjoyment with all...
Bekre waterfall rappelling... 
Next event again same place, 
For joining us contact
Vinay sharma:8898303458 / 9967550306",
272964,0,1421836,436741,[[@78599]] thank u,
279197,0,1461449,82987,"The trail looks so amazing, just wish it would be a little more innovative!",
282444,0,1479556,42715,aapke pass shabdo ko istemal karne ki kala hai,
452178,0,2319493,1954890,Hi,
12564,156512,0,131590,Is this even real?,
66788,0,690697,45621,"The pictures are crystal clear, wish they could relate better to the content!",
203738,0,1056572,85044,"This is one of the catchiest title I've come across, wish there was more information to read!",
225994,738907,0,343705,Amazing,
229977,0,1174584,587,I have been wanting to go here! The pictures makes me want to go there but your content is a little tricky.,
245647,0,1232267,317155,[[@343134]]  ? nice captured ?,
311963,0,1653610,42608,can't wait to read about your next adventure,
361177,0,2040521,88095,"The title is so amazing, but the trail didn't look very promising :( ",
413043,0,2105606,1309862,Fine,
417318,0,2327659,13787,nice vlog,
9152,0,233725,12416,great trail :),
44631,0,644878,83940,"Your pictures truely inspire me to travel to this place, but your content is too less to say how :(",
121874,0,1673,87495,"Your Trail could go from average to wow just by the use of some good quality images, the content is so informative!",
150184,0,891009,85541,"I've patiently gone through each and every picture, and all of them are praiseworthy!",
399035,0,2281802,1017676,Rahim Ansari,
411909,0,2319522,1307014,Good morning,
431924,0,1514423,14576,good vlog!,
438451,0,2278915,1619418,Mumbai ki gajab train,
52076,0,661017,87631,"The title took me further to your Trell, but I lost interest midway because there was no content.",
213613,646178,0,331056,Nice,
221149,0,1139882,343670,[[@80876]] it was great experience.,
251609,0,1284067,45741,"Hey the trail is amazing, could you give some info?",
265019,572226,0,323861,You nailed it bro excellent,
341489,0,723812,555798,??,
360729,0,2032269,42442,"The trail looks so amazing, just wish it would be a little more innovative!",
434665,0,2263877,1501103,Very nice,
437978,0,2361751,897359,A best place,
19994,0,584199,162453,Thank you Apurva.,
130661,0,841205,251091,"[[@76287]] sure, ive written a small description over there to. ?",
151677,0,894163,85209,Really cool! But I hope to see better content the next time :) ,
156774,0,907072,41092,"This trail reminded me of my journey here, and it's absolutely novel!",
202977,0,1050381,45022,Nice shot! ❤️,
203553,0,551886,85042,"This is one of the catchiest title I've come across, wish there was more information to read!",
248118,0,49448,377562,Nice,
260784,879627,0,171265,Btw which start up firm is that!? ?,
342231,0,1829311,192021,[[@1]],
51003,0,658352,79875,Wow! that's such a cool title! but the images were so blurry!,
67651,0,695674,18462,"The content got me a little puzzled, is the information up to the mark?  ",
81833,0,741013,39796,"i'm so trying this sometime, do you have more experiences?",
104401,0,786665,87486,"I've patiently gone through each and every picture, and all of them are praiseworthy!",
162764,0,924009,78757,This is lovely!,
196629,0,1016894,306619,[[@87196]] ?,
198842,404009,0,309974,Wow,
209276,0,1073157,322850,[[@78101]]  thankx !,
281057,0,1475141,453627,Ohk,
398521,0,2268924,988100,Hi,
403181,0,960717,17340,What did you not like about the place?,
435662,0,2235703,1533441,Anekulislam,
38038,0,626562,187316,[[@87270]] I am glad my pictures inspires you.. Let me know what more you wish to know.. You may email me @ kesh.31.1988@gmail.com or text me on +91-(990) 028-9792,
56385,0,671697,77767,Hey! I loved your images but I didn't understand exactly how you felt going there. Some additional information would be great :D ,
80691,0,734208,217849,[[@78549]] soon??,
105299,0,472351,210037,Yes for sure.. I love trekking,
135897,0,855052,243630,"I have been to this place and I can totally relate to the pictures, but I'd definitely put more details with it :)",
218778,0,1126577,339548,There are many wonderful trekk in uttarkashi,
308507,0,1633874,502280,"[[@78844]] tysm  ❤ 
follow me up for nxt trail ?",
348444,0,1873469,5259,Lage Raho Launde! Mast kaam kar rahe ho,
76093,0,707821,139385,Wonderful pics Macha @Anisha,
94009,0,760047,225901,[[@76450]] this is first time of using this app. I will post some more,
134725,0,850904,50518,When's your next update?!,
402776,0,2276456,4256,good video ,
416004,0,2346733,11393,Hey...what's up?,
425830,0,2269201,39268,How do you watch it?,
428090,0,20519,2711,wow,
442261,0,2362359,1702059,[[@45800]],
34927,0,622127,186072,"[[@79844]] [[@43047]]
I am new to the app, still trying to figure out how it works, will try to be more relevant on the future ??",
125289,0,826445,85132,Hoping for another awesome adventure soon!,
237518,0,1193416,76911,"I came across this trail in such a hurry, and it was all cause the catchy title! ",
245313,0,1229975,43323,Wow! that's such a cool title! but the images were so blurry!,
266379,0,1388546,83404,Wow! Thats amazing that you covered so much in so less budget!,
337554,0,1801723,53062,"i love the way you travel, when are posting more our your stories?",
408104,0,2312736,1167730,Good,
425441,0,55392,37649,wow,
443756,0,2340731,1715423,Very nice,
73376,0,717516,43407,amazing stories! when can i read your next adventure?,
80846,0,734762,40405,"The title is so amazing, but the trail didn't look very promising :( ",
132529,0,848106,85329,thank you! i have so much on my bucket list now.. do you have more such experience to share?,
152230,0,894244,45910,wow..wonderful..,
237447,0,1194191,83607,"The title is superbly framed, wish the content could be a little more elaborate!",
365384,0,2117696,667108,[[@87523]] thank you ji. I suggest you if you want a video trail make sure it be clarity and not shaking more,
434940,0,2267061,1511252,n̸͟͞y̸͟͞c̸͟͞,
460379,0,2611357,2180344,Thx friends,
76273,0,723187,49052,"I came across this trail in such a hurry, and it was all cause the catchy title! ",
253541,0,1298249,42590,"This is one of the catchiest title I've come across, wish there was more information to read!",
321207,1232057,0,520402,We tried to get these home but it brought us bad luck so we returened them back to forest,
330776,1339941,0,458463,[[@523099]] thnx,
342721,0,1828452,83987,"Could you share more stories through another story, it seems very interesting",
369042,0,782736,644273,Kota rajsthan shreepura,
398745,0,2294291,724755,Salute,
442847,0,2367538,1705925,Hello,
36967,0,628553,135689,"Awesome photos,videos would help describe those beautiful places i guess",
50985,0,648028,193619,I don't have videos but I do have some pics.. will upload,
57066,0,671692,88147,"I am so trying this out soon, do you have any suggestions or tips?",
60556,0,679652,43303,Dope!,
95023,0,762560,79184,"I've patiently gone through each and every picture, and all of them are praiseworthy!",
238721,0,1198621,42571,"The title is superbly framed, wish the content could be a little more elaborate!",
254144,0,1304273,332852,[[@41306]]  I just loved it..! I mean it was a great experience at Shirdi to Trimbakeshwar.,
271746,0,1417517,435403,ThNx,
350724,0,1829388,582198,Bike Ride are always best ?,
379705,0,1131697,341127,[[@1]],
398434,0,1640371,993415,Nice,
60974,0,680767,80470,The title was superb! The content was a little dreary!,
84173,0,82623,81530,can't wait to read about your next adventure,
96843,0,769189,228680,[[@39693]] thnq,
194863,0,997575,285088,This was a beautiful travel document. The places were absolutely gorgeous and your narrative was super helpful ??,
320310,0,424708,119019,[[@381552]] I've been to both the places you mentioned but haven't uploaded pictures!,
338192,0,1804098,40569,"Hey the trail is amazing, could you give some info?",
43100,0,641372,86022,"The content got me a little puzzled, is the information up to the mark?  ",
84368,0,72261,78492,"The pictures are crystal clear, wish they could relate better to the content!",
114852,0,811842,41255,"I love the way you've described your stories, when will you post next trail ",
142251,0,871203,49586,Your image selection is excellent! good content too!,
199432,0,1032491,311345,[[@88037]] yes after some days...editing pending,
420508,0,2329616,35744,badla zaroor lunga,
432673,0,967792,22992,i knew this,
453157,0,2541084,1987003,Bbb,
172100,0,952047,86914,The title was superb! The content was a little dreary!,
259425,0,1343897,79496,Awespme trail! could you give some suggestions on trekking paces around (place name),
352016,0,1901385,87532,When's your next update?!,
237067,0,1193366,86845,Dekhne mein mast lag rahi hai yeh jagah,
261345,0,1154685,52671,"This trail looks really nice, but I wish there could be more information about it!",
359909,0,2006241,86660,Really cool! But I hope to see better content the next time :) ,
419093,0,2347435,7447,Must watchable movie ,
457827,0,2584945,2117699,Nice,
8160,0,50299,17435,beautiful photos!!,
24984,0,598827,41358,I myself have been to this place and your pictures brought back such good memories! How brilliant!,
113084,0,805329,239806,[[@40049]] yup buddy,
123471,0,821299,237608,"[[@136901]].a.nushree thankyou. I have been to Tirumala, and Vontimitta Kodandarama swami Temple(Kadapa), in Andhra Pradesh.",
151884,0,896179,268733,[[@78872]] thanks?,
169639,0,943589,76482,Really cool! But I hope to see better content the next time :) ,
230158,0,1174880,354515,[[@88031]] Thank you. The places in the pictures are located in the interiors of Uttrakhand. You can DM me if you want to know more about it.,
249209,0,1263466,381064,[[@49598]] Thanks ?,
272428,0,1420490,436292,[[@83814]] thanks,
336438,0,1795086,553046,I went there this August...  Didn't expect full view of kanchenjunga but we were really lucky!  From there we went to kupup lake..  Nathang valley and rishikhola...  ?,
443072,0,2247421,1726043,Waste video,
9718,0,405425,10824,nice trail!!,
341022,0,1820832,79895,i had the same experience here! where else have you been? maybe you could talk about it,
382578,0,2204852,678916,[[@835676]]  wow that's sooo cool ?.. hope you had a great time there ?,
393155,0,2281802,948069,Hello,
412643,0,2252132,1334133,Hello,
420688,0,2343130,3782,are you getting paid?,
431574,0,2327587,931482,[[@7769]] sahi mei,
56052,0,666631,77100,Mast ekdum,
79797,0,735525,19925,"Hey thats so informative and amazing, could you give more details?",
84167,0,82972,81921,Mast ekdum,
108351,0,697482,84617,"Loved your trail, keep pushing!  ??",
178729,0,971130,40426,"Hey thats so informative and amazing, could you give more details?",
257832,0,1331900,41562,Gorgeous trail ??,
313403,0,1064595,175727,Creative enough ?,
400669,0,2269385,1031973,Nice place,
427137,0,864069,38596,architect's mind,
110286,0,800034,238141,?,
150770,0,895809,268627,Soon ! [[@50311]],
160343,0,915454,274948,Thank you for the compliments,
165455,0,932455,86060,thank you! i have so much on my bucket list now.. do you have more such experience to share?,
179735,0,137886,87875,"Your stories are truely travel goals, how do you plan them?",
216279,0,1109034,334084,[[@78455]]. Ooh okh,
324930,0,1732585,40020,"The timings in your pictures are perfect, but I wish I could know a little more about the place!",
351535,0,1800155,587412,Hi,
389294,0,2267952,923883,Superrr,
396804,0,2289000,949504,WhatsApp no 9622339571,
430275,0,103441,24444,pretty scary,
432232,0,1413487,30115,have been to this place !,
12094,0,406269,1916,beautiful photos!!!,
20652,0,584680,40247,Your title is my new catchphrase!,
47007,0,648998,82130,Awespme trail! could you give some suggestions on trekking paces around (place name),
99405,0,775258,217429,[[@40889]] thanks,
119345,0,819674,244447,[[@78382]] u can visit here anytime u wish its like a take away venture there is little space to sita and eat.,
150057,0,889824,77987,Great ?,
202160,0,1048303,19757,Hey! Loved your trail !When are you posting your next one?,
283609,0,1491958,86089,Your trail is so encouraging! I almost want to set out of my house and adventure forth!,
284092,0,1493672,361180,[[@1]],
327377,0,1752084,85533,"Tum ho bemissal, kya trail hai ekdum",
359035,0,1996326,79615,Wow! Thats amazing that you covered so much in so less budget!,
438175,0,2392044,137882,[[@1]],
144720,0,878561,136325,its super wow pic ❤️,
208994,0,1074967,87708,"This trail enticed me enough to go through it bit by bit, wish you good luck with the other ones too!",
211302,0,1087056,44976,can't wait to read about your next adventure,
294457,0,1557547,20054,"Tum ho bemissal, kya trail hai ekdum",
407947,0,2317939,565878,न,
463655,0,2262380,2233015,So hot,
188876,0,979556,44441,"The title is superbly framed, wish the content could be a little more elaborate!",
193344,0,1003559,302570,Sure..all the best and have a great trips,
296424,0,1568376,84484,"The title took me by surprise, but I kind of lost track of the routes in the content!",
310030,1201010,0,493945,[[@1]],
312511,0,1657147,80687,"Nice one, Waiting for the next post in series  ?❤️",
363789,0,2096734,78826,i had the same experience here! where else have you been? maybe you could talk about it,
69921,0,704516,43153,"I just loved the trail, do you have any suggestions on what camera is best for backpacking?",
93247,0,760520,225702,It was located in the Vijayawada,
113105,0,806715,52450,i love your work and i use it to plan my trips :),
130930,0,841978,84055,I love the wordplay in your title!,
140586,0,867093,259399,[[@80887]] thanks a lot maam ....and yes i will be posting more pics,
163282,537590,0,278603,NEVER FALL OFF!!!,
179032,0,223016,40583,can't wait to read about your next adventure,
207824,0,1067797,3802,[[@1]],
233364,0,1184575,82203,The title was so quirky it truely encouraged me to go through your Trail in details! great!,
233864,0,1184056,40468,i had the same experience here! where else have you been? maybe you could talk about it,
249739,0,1266976,380922,Thank you ?,
269493,0,1403171,83062,This is one of the best trails I've gone through to be honest!,
273398,0,1428931,86190,"This is one of most creative trails in terms of images, wish I could read something about the place too! ",
278795,0,1460542,449018,Hi.. Nitin..yes I do have lot experiences.. Will be posting it soon... Iam new to it... So just exploring how it works..,
353690,0,1917269,590019,[[@135899]]  Thank you ?,
426037,0,2348472,20763,nicely done man,
449521,0,2131267,1881371,Hi,
36266,0,626705,81185,Kya mast hai bhai,
74235,0,702381,85442,Your title is my new catchphrase!,
79069,0,731997,217184,[[@76371]]  any suggestions?,
80375,0,733287,78626,As a person who is going to have to wait a long time to go here...could you share some videos of the place,
174734,0,959506,41386,"The images are so good, but I kind of lost my way in the middle of the content!",
283232,0,1488935,50549,Amazing content ❤️❤️,
356765,0,1950198,87352,The title was so quirky it truely encouraged me to go through your Trail in details! great!,
437196,0,2384363,1584261,Gsjb,
28279,0,606205,80624,gr8 trail ?,
41262,0,637026,190350,[[@49051]] thanks kunal :),
52590,0,663055,79085,Lajavaab,
59043,281580,0,121446,[[@1]],
99499,0,728334,216102,"[[@85841]]  Hello Edwin. Taking about the routes. Its in vijayawada, Andhra Pradesh,  South Indian State. Its an ice creme parlour known as creme stone. You can find the rest on google.?",
116508,0,814483,50596,The trail name got me all interested but the content got me a little mixed up!,
124024,0,824245,245765,[[@84811]] i just started,
126285,0,809799,78816,Hoping for another awesome adventure soon!,
219240,0,1128867,52538,"The title drew my attention at once, wish the information could be a little more detailed!",
360820,0,2026626,633605,"[[@80076]] 
See first of all dont use your camera on auto mode use it on manual setting that will give the best shots try to learn the manual settings from youtube and second thing just be natural that what i do i just capture the moment which i can cherish for my whole life !!!! All the best",
455093,0,2317326,2037018,Baby,
36315,0,626762,176765,Best time to be at nirvana is before first week of april.,
72779,0,713215,212389,[[@1]],
269027,0,1383031,77289,"Chal yaha jaate hai, chal waha jaate hai :D",
333986,0,1632521,435197,[[@1]] thank you :'),
8953,0,230936,114388,Ooooowooooowoooooo,
41522,0,453555,137193,Superb,
56638,0,123965,198734,thank you for followin me .. catch me on insta  ),
104949,0,133102,234750,"Wow,  it's so cheap ??",
130652,0,841205,76287,The images are so cool! I wish there could be nice information about the place as well!,
168295,0,940829,20252,i love your work and i use it to plan my trips :),
260434,0,1338696,88367,Hey! Loved your trail !When are you posting your next one?,
263529,0,1373150,88277,"Hey, your pictures are so good! I wonder how to take the alternate route though. ",
383686,0,1934179,611083,[[@626163]] नमस्कार,
403630,0,2269841,1420,No wonder singapore is one of the most expensive country in the world,
405314,0,2286952,1093936,Nice.thinks,
427241,0,1283437,24128, good to know,
83881,0,93666,44493,"i love your trail, do you think this time of the year is apt to visit this place?",
129800,0,839059,79621,Looks like a fun place! I think I might visit and shoot some vlogs there!!,
132505,0,846785,18532,"I too am a backpacker like you, do you have any insights on cheap travel?",
154787,0,903622,88441,"Your Trail could go from average to wow just by the use of some good quality images, the content is so informative!",
237661,0,1194055,80553,"Your stories are truely travel goals, how do you plan them?",
238006,0,1195616,360945,[[@81734]] see coming soon post,
292356,0,1544636,84511,"Hey awesome experience, do you have any tips on camping in that area?",
61015,0,680602,203187,[[@98371]].er tq,
137352,0,859815,76984,"much appreciation to your work, could you share moretrails with your stories!",
140594,0,868227,84576,"Hey thats so informative and amazing, could you give more details?",
224754,0,1158977,52579,Awesome! I too am heading there next week,
267865,0,1396378,419825,Dhanyawad ji....,
308607,0,1633482,76774,"Hey, the title totally caught my attention,the image quality could be a little better though!",
395774,0,2285775,13455,"FIRSTly,amazing movi...Secondly the way the movie was taken was beautiful",
407772,0,2300254,444360,[[@16994]] thank you,
443275,0,2131821,1728627,Me vi au,
124341,0,825552,79367,"I have been to this place and I can totally relate to the pictures, but I'd definitely put more details with it :)",
243376,0,1219095,85746,Well that was a very ineteresting trail do you have more stories to tell,
331723,0,1773547,88009,The title was superb! The content was a little dreary!,
386480,0,2132399,893751,Good,
407054,0,2258773,1139670,Hello,
431189,0,2282615,1471688,Hi,
449215,0,2287012,1874530,Hi,
205208,0,1060827,319142,[[@81251]] Thanks...!! This place is beautiful... the sunrise is great here..!! Beach wont be that crowed so you can enjoy the beach like hours...,
215423,0,1103093,332250,[[@81788]] that's a great idea hope you get a extravagant experience,
